order_item_id,order_id,product_id,quantity,unit_price,subtotal
143,45,86,3,450.1,1350.3
144,46,27,2,345.01,690.02
145,46,26,5,313.45,1567.25
146,46,13,2,234.45,468.9
147,46,37,5,463.79,2318.95
148,47,37,1,463.79,463.79
149,48,54,1,375.27,375.27
150,48,78,4,279.16,1116.64
151,49,56,2,180.06,360.12
152,49,89,5,63.06,315.3
153,49,93,1,266.65,266.65
154,50,24,2,217.84,435.68
155,50,88,3,275.64,826.92
156,50,84,4,397.33,1589.32
157,50,39,4,461.01,1844.04
158,51,46,5,446.64,2233.2
159,52,29,3,122.88,368.64
160,52,56,2,180.06,360.12
161,52,83,1,130.62,130.62
162,53,2,3,243.6,730.8
163,54,7,3,402.41,1207.23
164,54,17,3,480.38,1441.14
165,54,71,2,77.6,155.2
166,54,64,4,325.29,1301.16
167,54,64,4,325.29,1301.16
168,55,34,5,59.14,295.7
169,55,53,5,120.42,602.1
170,55,2,5,243.6,1218
171,56,35,2,18.87,37.74
172,56,7,2,402.41,804.82
173,56,28,3,87.71,263.13
174,57,89,1,63.06,63.06
175,58,94,3,41.72,125.16
176,58,66,5,384.26,1921.3
177,59,14,3,472.64,1417.92
178,60,7,1,402.41,402.41
179,60,86,5,450.1,2250.5
180,60,78,2,279.16,558.32
181,61,33,1,329.42,329.42
182,61,2,1,243.6,243.6
183,61,72,3,152.08,456.24
184,61,40,2,144.16,288.32
185,62,23,4,272.6,1090.4
186,63,82,4,71.64,286.56
187,63,34,4,59.14,236.56
188,63,68,5,100.19,500.95
189,64,47,5,218.62,1093.1
190,64,3,1,321.8,321.8
191,64,87,5,476.96,2384.8
192,65,84,3,397.33,1191.99
193,66,83,4,130.62,522.48
194,67,3,2,321.8,643.6
195,68,61,1,135.79,135.79
196,68,57,4,55.2,220.8
197,69,31,5,214.73,1073.65
198,69,5,5,142.14,710.7
199,69,98,3,140.33,420.99
200,69,68,3,100.19,300.57
201,69,46,1,446.64,446.64
202,70,3,2,321.8,643.6
203,70,16,2,465.73,931.46
204,70,36,5,74.4,372
205,70,94,3,41.72,125.16
206,71,70,5,303.87,1519.35
207,71,5,5,142.14,710.7
208,71,63,2,229.68,459.36
209,71,25,2,144.29,288.58
210,72,2,2,243.6,487.2
211,72,73,4,487.67,1950.68
212,72,61,5,135.79,678.95
213,72,15,4,371.75,1487
214,73,1,1,483.17,483.17
215,73,47,1,218.62,218.62
216,74,92,2,34.18,68.36
217,74,59,3,330.91,992.73
218,74,16,2,465.73,931.46
219,74,88,1,275.64,275.64
220,75,50,2,360.67,721.34
221,75,93,3,266.65,799.95
222,76,96,2,130.71,261.42
223,76,13,1,234.45,234.45
224,76,4,3,117.56,352.68
225,76,67,3,146.48,439.44
226,76,48,3,391.48,1174.44
227,77,14,4,472.64,1890.56
228,78,51,1,101.56,101.56
229,78,38,3,11.87,35.61
230,79,4,3,117.56,352.68
231,79,73,1,487.67,487.67
232,79,26,1,313.45,313.45
233,79,45,5,444.26,2221.3
234,79,88,3,275.64,826.92
235,80,22,5,202.6,1013
236,81,65,1,72.5,72.5
237,81,60,5,358.88,1794.4
238,81,14,4,472.64,1890.56
239,81,71,4,77.6,310.4
240,81,25,4,144.29,577.16
241,82,55,1,205.95,205.95
242,82,6,4,121.04,484.16
243,82,23,3,272.6,817.8
244,82,34,2,59.14,118.28
245,82,9,1,133.05,133.05
246,83,90,3,157.77,473.31
247,83,34,1,59.14,59.14
248,84,62,5,144.69,723.45
249,84,43,4,250.15,1000.6
250,84,3,5,321.8,1609
251,84,57,2,55.2,110.4
252,84,59,4,330.91,1323.64
253,85,26,4,313.45,1253.8
254,85,13,1,234.45,234.45
255,85,36,2,74.4,148.8
256,85,99,1,107.85,107.85
257,86,40,5,144.16,720.8
258,86,81,4,499.89,1999.56
259,86,65,2,72.5,145
260,86,58,1,433.93,433.93
261,87,18,3,423.15,1269.45
262,88,67,4,146.48,585.92
263,89,80,5,165.82,829.1
264,89,37,4,463.79,1855.16
265,89,42,3,10.28,30.84
266,89,74,4,325.4,1301.6
267,89,89,4,63.06,252.24
268,90,19,5,280.77,1403.85
269,90,74,2,325.4,650.8
270,90,41,5,314.73,1573.65
271,90,96,1,130.71,130.71
272,91,19,3,280.77,842.31
273,91,99,1,107.85,107.85
274,91,44,4,71.57,286.28
275,91,88,1,275.64,275.64
276,92,9,2,133.05,266.1
277,92,69,4,414.94,1659.76
278,92,28,5,87.71,438.55
279,93,42,2,10.28,20.56
280,93,24,3,217.84,653.52
281,93,1,1,483.17,483.17
282,94,21,3,488.47,1465.41
283,94,45,5,444.26,2221.3
284,94,33,5,329.42,1647.1
285,94,91,4,196.31,785.24
286,95,87,5,476.96,2384.8
287,95,27,3,345.01,1035.03
288,95,20,2,181.13,362.26
289,96,54,2,375.27,750.54
290,96,6,3,121.04,363.12
291,96,67,5,146.48,732.4
292,96,69,2,414.94,829.88
293,96,43,5,250.15,1250.75
294,97,22,2,202.6,405.2
295,97,36,3,74.4,223.2
296,97,23,2,272.6,545.2
297,97,33,1,329.42,329.42
298,97,50,3,360.67,1082.01
299,98,37,1,463.79,463.79
300,99,51,1,101.56,101.56
301,99,63,3,229.68,689.04
302,99,22,4,202.6,810.4
303,100,83,3,130.62,391.86
304,100,20,5,181.13,905.65
305,100,66,2,384.26,768.52
306,100,97,5,425.33,2126.65
307,100,36,2,74.4,148.8
308,101,60,4,358.88,1435.52
309,101,60,3,358.88,1076.64
310,101,79,5,34.53,172.65
311,101,99,2,107.85,215.7
312,102,16,3,465.73,1397.19
313,103,99,2,107.85,215.7
314,103,83,5,130.62,653.1
315,103,47,2,218.62,437.24
316,103,2,4,243.6,974.4
317,104,89,1,63.06,63.06
318,104,30,3,70.69,212.07
319,104,62,4,144.69,578.76
320,104,32,3,260.99,782.97
321,104,13,2,234.45,468.9
322,105,44,4,71.57,286.28
323,105,47,1,218.62,218.62
324,105,54,5,375.27,1876.35
325,105,55,5,205.95,1029.75
326,105,14,5,472.64,2363.2
327,106,55,5,205.95,1029.75
328,106,52,4,403.26,1613.04
329,106,9,1,133.05,133.05
330,107,47,2,218.62,437.24
331,107,31,3,214.73,644.19
332,107,83,1,130.62,130.62
333,108,13,2,234.45,468.9
334,108,68,1,100.19,100.19
335,108,36,1,74.4,74.4
336,108,89,5,63.06,315.3
337,108,27,4,345.01,1380.04
338,109,18,2,423.15,846.3
339,109,19,3,280.77,842.31
340,109,88,4,275.64,1102.56
341,109,52,2,403.26,806.52
342,110,96,2,130.71,261.42
343,110,33,1,329.42,329.42
344,111,57,1,55.2,55.2
345,111,32,5,260.99,1304.95
346,112,6,3,121.04,363.12
347,112,53,3,120.42,361.26
348,112,72,3,152.08,456.24
349,112,51,2,101.56,203.12
350,113,27,2,345.01,690.02
351,113,57,3,55.2,165.6
352,114,21,2,488.47,976.94
353,114,40,3,144.16,432.48
354,114,34,1,59.14,59.14
355,114,19,4,280.77,1123.08
356,114,33,2,329.42,658.84
357,115,31,1,214.73,214.73
358,116,2,2,243.6,487.2
359,116,60,5,358.88,1794.4
360,116,89,2,63.06,126.12
361,116,44,4,71.57,286.28
362,117,70,5,303.87,1519.35
363,117,80,2,165.82,331.64
364,118,23,2,272.6,545.2
365,119,77,1,112.25,112.25
366,119,93,1,266.65,266.65
367,119,55,4,205.95,823.8
368,119,66,2,384.26,768.52
369,119,36,5,74.4,372
370,120,67,5,146.48,732.4
371,120,78,1,279.16,279.16
372,120,46,5,446.64,2233.2
373,120,16,4,465.73,1862.92
374,121,6,5,121.04,605.2
375,121,53,3,120.42,361.26
376,121,24,2,217.84,435.68
377,121,38,3,11.87,35.61
378,122,62,1,144.69,144.69
379,122,86,5,450.1,2250.5
380,123,80,4,165.82,663.28
381,123,2,4,243.6,974.4
382,124,64,3,325.29,975.87
383,125,31,1,214.73,214.73
384,125,6,2,121.04,242.08
385,126,100,2,38.05,76.1
386,126,24,1,217.84,217.84
387,126,61,2,135.79,271.58
388,126,82,1,71.64,71.64
389,127,5,5,142.14,710.7
390,128,49,5,388.97,1944.85
391,128,40,2,144.16,288.32
392,128,29,2,122.88,245.76
393,128,57,1,55.2,55.2
394,129,51,2,101.56,203.12
395,129,9,2,133.05,266.1
396,129,95,2,442.92,885.84
397,129,94,1,41.72,41.72
398,130,46,5,446.64,2233.2
399,130,12,4,235.36,941.44
400,130,57,5,55.2,276
401,130,80,2,165.82,331.64
402,130,97,3,425.33,1275.99
403,131,84,3,397.33,1191.99
404,131,69,1,414.94,414.94
405,131,93,2,266.65,533.3
406,132,33,4,329.42,1317.68
407,132,20,3,181.13,543.39
408,132,80,5,165.82,829.1
409,133,76,2,273.1,546.2
410,134,64,4,325.29,1301.16
411,134,44,1,71.57,71.57
412,135,39,4,461.01,1844.04
413,135,16,3,465.73,1397.19
414,135,74,3,325.4,976.2
415,135,8,1,30.66,30.66
416,136,60,5,358.88,1794.4
417,136,55,5,205.95,1029.75
418,136,72,4,152.08,608.32
419,136,7,4,402.41,1609.64
420,136,94,3,41.72,125.16
421,137,98,4,140.33,561.32
422,138,43,5,250.15,1250.75
423,138,68,5,100.19,500.95
424,138,52,3,403.26,1209.78
425,139,39,4,461.01,1844.04
426,139,15,3,371.75,1115.25
427,140,30,5,70.69,353.45
428,140,67,4,146.48,585.92
429,141,16,1,465.73,465.73
430,141,73,3,487.67,1463.01
431,141,26,1,313.45,313.45
432,141,98,4,140.33,561.32
433,141,66,5,384.26,1921.3
434,142,26,5,313.45,1567.25
435,142,98,4,140.33,561.32
436,142,98,4,140.33,561.32
437,142,23,2,272.6,545.2
438,142,15,1,371.75,371.75
439,143,19,5,280.77,1403.85
440,143,78,2,279.16,558.32
441,143,62,5,144.69,723.45
442,143,90,2,157.77,315.54
443,144,40,5,144.16,720.8
444,144,96,1,130.71,130.71
445,145,43,2,250.15,500.3
446,145,63,3,229.68,689.04
447,146,27,1,345.01,345.01
448,146,3,2,321.8,643.6
449,146,61,4,135.79,543.16
450,146,28,4,87.71,350.84
451,146,46,3,446.64,1339.92
452,147,45,2,444.26,888.52
453,147,6,3,121.04,363.12
454,148,85,2,448.65,897.3
455,148,65,4,72.5,290
456,148,9,4,133.05,532.2
457,148,63,2,229.68,459.36
458,149,1,2,483.17,966.34
459,149,70,1,303.87,303.87
460,150,94,4,41.72,166.88
461,151,58,3,433.93,1301.79
462,152,5,5,142.14,710.7
463,152,55,5,205.95,1029.75
464,153,95,5,442.92,2214.6
465,153,90,3,157.77,473.31
466,153,45,4,444.26,1777.04
467,153,57,2,55.2,110.4
468,154,90,3,157.77,473.31
469,155,40,5,144.16,720.8
470,155,52,1,403.26,403.26
471,155,51,5,101.56,507.8
472,156,3,2,321.8,643.6
473,156,68,1,100.19,100.19
474,156,82,4,71.64,286.56
475,156,69,3,414.94,1244.82
476,156,56,3,180.06,540.18
477,157,9,2,133.05,266.1
478,157,27,1,345.01,345.01
479,157,77,1,112.25,112.25
480,157,57,2,55.2,110.4
481,157,34,3,59.14,177.42
482,158,19,1,280.77,280.77
483,158,55,4,205.95,823.8
484,158,14,2,472.64,945.28
485,158,85,4,448.65,1794.6
486,158,99,4,107.85,431.4
487,159,17,2,480.38,960.76
488,159,22,2,202.6,405.2
489,159,59,5,330.91,1654.55
490,159,9,5,133.05,665.25
491,159,76,5,273.1,1365.5
492,160,88,2,275.64,551.28
493,160,4,3,117.56,352.68
494,161,96,2,130.71,261.42
495,161,78,3,279.16,837.48
496,161,57,5,55.2,276
497,162,38,4,11.87,47.48
498,162,88,4,275.64,1102.56
499,163,83,4,130.62,522.48
500,163,37,1,463.79,463.79
501,163,16,3,465.73,1397.19
502,163,67,5,146.48,732.4
503,164,54,5,375.27,1876.35
504,164,21,3,488.47,1465.41
505,165,83,2,130.62,261.24
506,165,51,4,101.56,406.24
507,166,50,3,360.67,1082.01
508,166,13,4,234.45,937.8
509,167,8,4,30.66,122.64
510,167,62,1,144.69,144.69
511,167,7,4,402.41,1609.64
512,168,23,4,272.6,1090.4
513,168,89,2,63.06,126.12
514,168,30,3,70.69,212.07
515,168,11,3,147.32,441.96
516,169,94,5,41.72,208.6
517,169,89,2,63.06,126.12
518,170,99,3,107.85,323.55
519,170,61,4,135.79,543.16
520,170,54,4,375.27,1501.08
521,171,83,1,130.62,130.62
522,171,41,1,314.73,314.73
523,172,52,5,403.26,2016.3
524,172,36,1,74.4,74.4
525,173,35,1,18.87,18.87
526,173,46,3,446.64,1339.92
527,173,14,4,472.64,1890.56
528,174,29,5,122.88,614.4
529,174,88,4,275.64,1102.56
530,174,27,3,345.01,1035.03
531,175,29,3,122.88,368.64
532,175,45,2,444.26,888.52
533,175,72,4,152.08,608.32
534,176,28,3,87.71,263.13
535,176,75,4,33.9,135.6
536,176,99,3,107.85,323.55
537,176,14,1,472.64,472.64
538,177,16,5,465.73,2328.65
539,177,1,2,483.17,966.34
540,178,19,4,280.77,1123.08
541,178,14,1,472.64,472.64
542,178,82,2,71.64,143.28
543,178,63,2,229.68,459.36
544,179,10,4,402.34,1609.36
545,179,6,5,121.04,605.2
546,180,14,5,472.64,2363.2
547,180,19,1,280.77,280.77
548,181,71,3,77.6,232.8
549,182,64,4,325.29,1301.16
550,183,5,1,142.14,142.14
551,184,32,4,260.99,1043.96
552,185,42,5,10.28,51.4
553,185,41,3,314.73,944.19
554,185,53,4,120.42,481.68
555,186,13,2,234.45,468.9
556,186,58,2,433.93,867.86
557,186,89,2,63.06,126.12
558,186,39,5,461.01,2305.05
559,187,85,1,448.65,448.65
560,187,76,1,273.1,273.1
561,187,46,3,446.64,1339.92
562,187,49,2,388.97,777.94
563,188,60,1,358.88,358.88
564,188,97,3,425.33,1275.99
565,189,80,3,165.82,497.46
566,189,68,3,100.19,300.57
567,189,55,2,205.95,411.9
568,189,77,3,112.25,336.75
569,190,28,4,87.71,350.84
570,190,57,1,55.2,55.2
571,190,55,4,205.95,823.8
572,190,18,1,423.15,423.15
573,190,35,1,18.87,18.87
574,191,37,2,463.79,927.58
575,191,99,3,107.85,323.55
576,192,45,4,444.26,1777.04
577,192,62,2,144.69,289.38
578,192,2,3,243.6,730.8
579,192,11,1,147.32,147.32
580,193,11,3,147.32,441.96
581,193,46,2,446.64,893.28
582,193,47,2,218.62,437.24
583,194,15,1,371.75,371.75
584,195,94,5,41.72,208.6
585,195,75,4,33.9,135.6
586,195,27,5,345.01,1725.05
587,195,44,1,71.57,71.57
588,196,31,4,214.73,858.92
589,196,14,3,472.64,1417.92
590,196,12,4,235.36,941.44
591,197,31,4,214.73,858.92
592,197,80,4,165.82,663.28
593,197,78,1,279.16,279.16
594,198,67,3,146.48,439.44
595,198,78,2,279.16,558.32
596,199,33,3,329.42,988.26
597,199,1,5,483.17,2415.85
598,200,21,5,488.47,2442.35
599,201,99,5,107.85,539.25
600,201,73,4,487.67,1950.68
601,202,14,4,472.64,1890.56
602,203,48,3,391.48,1174.44
603,203,47,3,218.62,655.86
604,203,50,3,360.67,1082.01
605,204,44,2,71.57,143.14
606,204,34,1,59.14,59.14
607,204,15,1,371.75,371.75
608,204,62,2,144.69,289.38
609,205,61,2,135.79,271.58
610,205,10,2,402.34,804.68
611,206,23,2,272.6,545.2
612,206,96,3,130.71,392.13
613,206,24,2,217.84,435.68
614,207,46,2,446.64,893.28
615,207,16,4,465.73,1862.92
616,208,22,5,202.6,1013
617,208,44,5,71.57,357.85
618,209,93,1,266.65,266.65
619,209,75,4,33.9,135.6
620,209,9,3,133.05,399.15
621,209,5,4,142.14,568.56
622,210,18,2,423.15,846.3
623,210,50,1,360.67,360.67
624,211,30,1,70.69,70.69
625,211,64,5,325.29,1626.45
626,212,70,2,303.87,607.74
627,212,89,1,63.06,63.06
628,212,13,1,234.45,234.45
629,213,59,1,330.91,330.91
630,213,38,5,11.87,59.35
631,214,23,2,272.6,545.2
632,214,96,3,130.71,392.13
633,214,31,3,214.73,644.19
634,214,82,1,71.64,71.64
635,214,21,4,488.47,1953.88
636,215,20,4,181.13,724.52
637,215,63,1,229.68,229.68
638,215,65,4,72.5,290
639,215,7,1,402.41,402.41
640,215,31,5,214.73,1073.65
641,216,14,3,472.64,1417.92
642,216,29,2,122.88,245.76
643,216,15,5,371.75,1858.75
644,216,94,2,41.72,83.44
645,217,61,3,135.79,407.37
646,217,22,3,202.6,607.8
647,217,68,4,100.19,400.76
648,217,62,4,144.69,578.76
649,217,32,3,260.99,782.97
650,218,57,5,55.2,276
651,218,45,1,444.26,444.26
652,218,79,2,34.53,69.06
653,219,54,2,375.27,750.54
654,219,8,1,30.66,30.66
655,219,39,1,461.01,461.01
656,219,86,2,450.1,900.2
657,220,88,5,275.64,1378.2
658,220,16,2,465.73,931.46
659,221,7,4,402.41,1609.64
660,221,38,5,11.87,59.35
661,221,40,3,144.16,432.48
662,221,44,5,71.57,357.85
663,222,97,2,425.33,850.66
664,223,79,3,34.53,103.59
665,223,70,4,303.87,1215.48
666,224,45,2,444.26,888.52
667,224,5,5,142.14,710.7
668,225,5,4,142.14,568.56
669,226,51,4,101.56,406.24
670,226,99,3,107.85,323.55
671,226,85,4,448.65,1794.6
672,227,97,3,425.33,1275.99
673,227,93,1,266.65,266.65
674,228,4,3,117.56,352.68
675,228,9,3,133.05,399.15
676,229,100,5,38.05,190.25
677,230,18,2,423.15,846.3
678,230,56,1,180.06,180.06
679,230,31,2,214.73,429.46
680,230,58,4,433.93,1735.72
681,230,1,3,483.17,1449.51
682,231,31,2,214.73,429.46
683,231,47,5,218.62,1093.1
684,231,63,2,229.68,459.36
685,231,13,3,234.45,703.35
686,232,92,4,34.18,136.72
687,233,52,1,403.26,403.26
688,233,40,1,144.16,144.16
689,233,69,5,414.94,2074.7
690,234,32,5,260.99,1304.95
691,234,39,3,461.01,1383.03
692,234,56,4,180.06,720.24
693,235,70,2,303.87,607.74
694,236,12,5,235.36,1176.8
695,236,75,3,33.9,101.7
696,237,33,1,329.42,329.42
697,237,94,3,41.72,125.16
698,237,61,4,135.79,543.16
699,237,27,5,345.01,1725.05
700,238,67,2,146.48,292.96
701,238,24,2,217.84,435.68
702,238,99,5,107.85,539.25
703,239,2,2,243.6,487.2
704,239,91,3,196.31,588.93
705,240,86,1,450.1,450.1
706,240,49,2,388.97,777.94
707,240,96,1,130.71,130.71
708,241,64,4,325.29,1301.16
709,241,66,1,384.26,384.26
710,242,49,1,388.97,388.97
711,243,74,4,325.4,1301.6
712,244,99,3,107.85,323.55
713,244,24,2,217.84,435.68
714,244,84,5,397.33,1986.65
715,244,36,3,74.4,223.2
716,244,19,4,280.77,1123.08
717,245,30,4,70.69,282.76
718,245,99,5,107.85,539.25
719,245,85,2,448.65,897.3
720,245,98,2,140.33,280.66
721,245,19,5,280.77,1403.85
722,246,29,1,122.88,122.88
723,247,55,2,205.95,411.9
724,247,91,4,196.31,785.24
725,247,85,2,448.65,897.3
726,248,79,1,34.53,34.53
727,248,31,3,214.73,644.19
728,248,71,4,77.6,310.4
729,248,74,2,325.4,650.8
730,249,90,1,157.77,157.77
731,249,12,4,235.36,941.44
732,249,70,5,303.87,1519.35
733,249,82,5,71.64,358.2
734,249,43,1,250.15,250.15
735,250,79,3,34.53,103.59
736,250,99,3,107.85,323.55
737,250,86,3,450.1,1350.3
738,250,16,3,465.73,1397.19
739,250,41,1,314.73,314.73
740,251,33,5,329.42,1647.1
741,252,4,3,117.56,352.68
742,252,26,3,313.45,940.35
743,252,91,4,196.31,785.24
744,253,1,5,483.17,2415.85
745,253,82,3,71.64,214.92
746,253,40,5,144.16,720.8
747,253,5,4,142.14,568.56
748,254,10,5,402.34,2011.7
749,255,76,1,273.1,273.1
750,256,8,3,30.66,91.98
751,256,59,5,330.91,1654.55
752,256,42,4,10.28,41.12
753,256,81,1,499.89,499.89
754,257,49,1,388.97,388.97
755,257,8,4,30.66,122.64
756,257,98,2,140.33,280.66
757,257,56,3,180.06,540.18
758,258,36,2,74.4,148.8
759,258,19,2,280.77,561.54
760,259,69,5,414.94,2074.7
761,259,91,2,196.31,392.62
762,259,27,3,345.01,1035.03
763,259,28,5,87.71,438.55
764,260,50,1,360.67,360.67
765,261,80,4,165.82,663.28
766,261,97,5,425.33,2126.65
767,262,53,1,120.42,120.42
768,262,55,3,205.95,617.85
769,262,83,3,130.62,391.86
770,262,77,1,112.25,112.25
771,262,66,3,384.26,1152.78
772,263,30,3,70.69,212.07
773,263,58,5,433.93,2169.65
774,263,95,4,442.92,1771.68
775,263,66,2,384.26,768.52
776,264,11,4,147.32,589.28
777,265,73,3,487.67,1463.01
778,265,23,3,272.6,817.8
779,266,80,3,165.82,497.46
780,267,68,2,100.19,200.38
781,267,14,4,472.64,1890.56
782,267,55,1,205.95,205.95
783,267,89,4,63.06,252.24
784,268,57,3,55.2,165.6
785,268,46,1,446.64,446.64
786,269,20,5,181.13,905.65
787,270,17,2,480.38,960.76
788,270,45,1,444.26,444.26
789,270,56,3,180.06,540.18
790,270,40,2,144.16,288.32
791,270,21,3,488.47,1465.41
792,271,21,4,488.47,1953.88
793,271,66,5,384.26,1921.3
794,271,7,2,402.41,804.82
795,272,40,3,144.16,432.48
796,272,64,4,325.29,1301.16
797,272,8,1,30.66,30.66
798,272,44,3,71.57,214.71
799,273,14,5,472.64,2363.2
800,273,97,3,425.33,1275.99
801,273,97,1,425.33,425.33
802,273,42,5,10.28,51.4
803,273,11,2,147.32,294.64
804,274,45,5,444.26,2221.3
805,274,12,3,235.36,706.08
806,274,91,4,196.31,785.24
807,274,85,3,448.65,1345.95
808,274,23,4,272.6,1090.4
809,275,71,1,77.6,77.6
810,275,28,2,87.71,175.42
811,275,43,4,250.15,1000.6
812,276,69,3,414.94,1244.82
813,276,45,3,444.26,1332.78
814,276,8,4,30.66,122.64
815,277,4,4,117.56,470.24
816,277,46,3,446.64,1339.92
817,278,41,1,314.73,314.73
818,278,67,2,146.48,292.96
819,278,99,2,107.85,215.7
820,278,95,5,442.92,2214.6
821,278,33,1,329.42,329.42
822,279,10,2,402.34,804.68
823,279,27,3,345.01,1035.03
824,279,58,1,433.93,433.93
825,280,16,5,465.73,2328.65
826,281,23,3,272.6,817.8
827,281,47,4,218.62,874.48
828,281,100,2,38.05,76.1
829,282,64,1,325.29,325.29
830,282,5,2,142.14,284.28
831,283,82,3,71.64,214.92
832,283,36,2,74.4,148.8
833,284,70,4,303.87,1215.48
834,284,27,3,345.01,1035.03
835,284,77,4,112.25,449
836,284,95,5,442.92,2214.6
837,284,47,3,218.62,655.86
838,285,8,3,30.66,91.98
839,285,17,2,480.38,960.76
840,285,52,4,403.26,1613.04
841,285,53,5,120.42,602.1
842,286,67,2,146.48,292.96
843,286,94,1,41.72,41.72
844,286,1,3,483.17,1449.51
845,287,64,2,325.29,650.58
846,287,83,2,130.62,261.24
847,287,59,1,330.91,330.91
848,287,50,1,360.67,360.67
849,287,2,2,243.6,487.2
850,288,18,3,423.15,1269.45
851,288,59,3,330.91,992.73
852,289,90,2,157.77,315.54
853,289,46,5,446.64,2233.2
854,289,24,4,217.84,871.36
855,289,100,2,38.05,76.1
856,289,85,3,448.65,1345.95
857,290,82,2,71.64,143.28
858,290,27,1,345.01,345.01
859,290,31,1,214.73,214.73
